album_name,album_release_date,artists_name,artists_id,duration_ms,explicit,name,popularity,external_urls,test,year
EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,4q3ewBCX7sLwd24euuV69X,203200,False,LA NOCHE DE ANOCHE,92,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,yes,2020
EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,4q3ewBCX7sLwd24euuV69X,205090,True,DÁKITI,89,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,yes,2020
EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,4q3ewBCX7sLwd24euuV69X,130013,True,TE MUDASTE,87,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Bad Bunny,4q3ewBCX7sLwd24euuV69X,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
OASIS,2019-06-28,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,242573,False,LA CANCIÓN,84,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,yes,2019
OASIS,2019-06-28,Bad Bunny,4q3ewBCX7sLwd24euuV69X,242573,False,LA CANCIÓN,84,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,yes,2019
EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Bad Bunny,4q3ewBCX7sLwd24euuV69X,156430,True,BOOKER T,83,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So,yes,2020
CÓMO SE SIENTE (Remix),2020-05-09,Bad Bunny,4q3ewBCX7sLwd24euuV69X,227520,True,CÓMO SE SIENTE - Remix,82,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,yes,2020
Invasion of Privacy,2018-04-06,Bad Bunny,4q3ewBCX7sLwd24euuV69X,253390,True,I Like It,82,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,yes,2018
Invasion of Privacy,2018-04-06,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,253390,True,I Like It,82,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,yes,2018
YHLQMDLG,2020-02-28,Bad Bunny,4q3ewBCX7sLwd24euuV69X,295176,True,Safaera,82,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,yes,2020
Callaita,2019-05-31,Bad Bunny,4q3ewBCX7sLwd24euuV69X,250533,True,Callaita,82,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,yes,2019
Scary Hours 2,2021-03-05,Drake,3TVXtAsR1Inumwj472S9r4,178153,True,What’s Next,90,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,yes,2021
Scary Hours 2,2021-03-05,Drake,3TVXtAsR1Inumwj472S9r4,192956,True,Wants and Needs (feat. Lil Baby),89,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b,yes,2021
Laugh Now Cry Later (feat. Lil Durk),2020-08-14,Drake,3TVXtAsR1Inumwj472S9r4,261492,True,Laugh Now Cry Later (feat. Lil Durk),87,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,yes,2020
POPSTAR (feat. Drake),2020-07-17,Drake,3TVXtAsR1Inumwj472S9r4,200221,True,POPSTAR (feat. Drake),85,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,yes,2020
Scary Hours 2,2021-03-05,Drake,3TVXtAsR1Inumwj472S9r4,383036,True,Lemon Pepper Freestyle (feat. Rick Ross),84,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI,yes,2021
Life Is Good (feat. Drake),2020-01-10,Future,1RyvyyTE3xzB2ZywiAwp0i,237735,True,Life Is Good (feat. Drake),84,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,yes,2020
Life Is Good (feat. Drake),2020-01-10,Drake,3TVXtAsR1Inumwj472S9r4,237735,True,Life Is Good (feat. Drake),84,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,yes,2020
Scorpion,2018-06-29,Drake,3TVXtAsR1Inumwj472S9r4,198973,True,God's Plan,83,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,yes,2018
Views,2016-05-06,Drake,3TVXtAsR1Inumwj472S9r4,173986,False,One Dance,82,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,yes,2016
GREECE (feat. Drake),2020-07-16,Drake,3TVXtAsR1Inumwj472S9r4,218901,True,GREECE (feat. Drake),82,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,yes,2020
Dark Lane Demo Tapes,2020-05-01,Drake,3TVXtAsR1Inumwj472S9r4,220487,True,Chicago Freestyle (feat. Giveon),82,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Bad Bunny,4q3ewBCX7sLwd24euuV69X,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,yes,2020
Relación (Remix),2020-09-04,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,yes,2020
Relación (Remix),2020-09-04,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,yes,2020
Relación (Remix),2020-09-04,Farruko,329e4yvIujISKGKz1BZZbO,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,yes,2020
Enoc,2020-09-04,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,230693,False,Una Locura,85,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,yes,2020
Enoc,2020-09-04,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,230693,False,Una Locura,85,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,yes,2020
KG0516,2021-03-26,Anuel AA,2R21vXR83lH98kGeO99Y66,263013,True,LOCATION,74,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE,yes,2021
KG0516,2021-03-26,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,263013,True,LOCATION,74,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE,yes,2021
OASIS,2019-06-28,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,242573,False,LA CANCIÓN,84,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,yes,2019
OASIS,2019-06-28,Bad Bunny,4q3ewBCX7sLwd24euuV69X,242573,False,LA CANCIÓN,84,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,yes,2019
Otra Noche Sin Ti,2021-04-09,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,228920,False,Otra Noche Sin Ti,83,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx,yes,2021
Otra Noche Sin Ti,2021-04-09,Khalid,6LuN9FCkKOj5PcnpouEgny,228920,False,Otra Noche Sin Ti,83,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx,yes,2021
Tu Veneno,2021-03-19,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,157320,False,Tu Veneno,83,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts,yes,2021
Invasion of Privacy,2018-04-06,Bad Bunny,4q3ewBCX7sLwd24euuV69X,253390,True,I Like It,82,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,yes,2018
Invasion of Privacy,2018-04-06,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,253390,True,I Like It,82,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,yes,2018
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2020-11-06,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,192745,True,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",81,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,yes,2020
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2020-11-06,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,192745,True,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",81,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,yes,2020
Afrodisíaco,2020-11-13,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,190100,True,De Cora <3,81,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2,yes,2020
Afrodisíaco,2020-11-13,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,190100,True,De Cora <3,81,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2,yes,2020
Goodbye & Good Riddance,2018-12-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,239835,True,Lucid Dreams,87,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,yes,2018
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,194621,True,Wishing Well,86,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,yes,2020
Death Race For Love,2019-03-08,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,240050,True,Robbery,86,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,yes,2019
Goodbye & Good Riddance,2018-12-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,165819,True,All Girls Are The Same,86,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,yes,2018
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,205484,True,Come & Go (with Marshmello),85,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,yes,2020
Legends Never Die,2020-07-10,Marshmello,64KEffDW9EtZ1y2vBYgq8T,205484,True,Come & Go (with Marshmello),85,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,yes,2020
Bad Boy (with Young Thug),2021-01-15,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,157355,True,Bad Boy (with Young Thug),82,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2,yes,2021
Bandit (with YoungBoy Never Broke Again),2019-10-04,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,189322,True,Bandit (with YoungBoy Never Broke Again),82,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,yes,2019
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,242180,True,Righteous,81,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,yes,2020
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,160212,True,Hate The Other Side (with Marshmello & The Kid Laroi),81,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,yes,2020
Legends Never Die,2020-07-10,Marshmello,64KEffDW9EtZ1y2vBYgq8T,160212,True,Hate The Other Side (with Marshmello & The Kid Laroi),81,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,yes,2020
Reminds Me Of You,2020-12-08,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,158032,True,Reminds Me Of You,80,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,yes,2020
After Hours,2020-03-20,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,215626,True,Save Your Tears,96,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,yes,2020
After Hours,2020-03-20,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,200040,False,Blinding Lights,95,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,yes,2020
Beauty Behind The Madness,2015-08-28,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,242253,True,The Hills,86,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,yes,2015
After Hours,2020-03-20,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,237520,True,In Your Eyes,85,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,yes,2020
Starboy,2016-11-25,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,230453,True,Starboy,85,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,yes,2016
Starboy,2016-11-24,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,269186,False,I Feel It Coming,72,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,yes,2016
"My Dear Melancholy,",2018-03-30,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,228373,False,Call Out My Name,82,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,yes,2018
Hawái (Remix),2020-11-05,Maluma,1r4hJ1h58CWwUQe3MxPuau,200481,False,Hawái - Remix,82,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,yes,2020
Hawái (Remix),2020-11-05,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,200481,False,Hawái - Remix,82,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,yes,2020
Beauty Behind The Madness,2015-08-28,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,213520,False,Can't Feel My Face,81,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81,yes,2015
After Hours,2020-03-20,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,198266,True,Heartless,80,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,yes,2020
BE,2020-11-20,BTS,3Nrfpe0tUJi4K4DXYWgMUX,199053,False,Dynamite,90,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,yes,2020
Film out,2021-04-01,BTS,3Nrfpe0tUJi4K4DXYWgMUX,214620,False,Film out,87,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt,yes,2021
BE,2020-11-20,BTS,3Nrfpe0tUJi4K4DXYWgMUX,207481,False,Life Goes On,87,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,yes,2020
MAP OF THE SOUL : PERSONA,2019-04-12,BTS,3Nrfpe0tUJi4K4DXYWgMUX,229773,False,Boy With Luv (feat. Halsey),83,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,yes,2019
MAP OF THE SOUL : PERSONA,2019-04-12,Halsey,26VFTg2z8YR0cCuwLzESi2,229773,False,Boy With Luv (feat. Halsey),83,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,yes,2019
BE,2020-11-20,BTS,3Nrfpe0tUJi4K4DXYWgMUX,254950,False,Blue & Grey,80,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,yes,2020
Savage Love (Laxed - Siren Beat) [BTS Remix],2020-10-02,BTS,3Nrfpe0tUJi4K4DXYWgMUX,184905,True,Savage Love (Laxed – Siren Beat) [BTS Remix],79,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL,yes,2020
BE,2020-11-20,BTS,3Nrfpe0tUJi4K4DXYWgMUX,202313,False,Telepathy,79,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne,yes,2020
BE,2020-11-20,BTS,3Nrfpe0tUJi4K4DXYWgMUX,222242,False,Fly To My Room,78,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS,yes,2020
MAP OF THE SOUL : 7,2020-02-21,BTS,3Nrfpe0tUJi4K4DXYWgMUX,246380,False,ON,78,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,yes,2020
Love Yourself 結 'Answer',2018-08-24,BTS,3Nrfpe0tUJi4K4DXYWgMUX,228615,False,Euphoria,78,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0,yes,2018
Therefore I Am,2020-11-12,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,174321,False,Therefore I Am,89,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,yes,2020
lovely (with Khalid),2018-04-19,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,200185,False,lovely (with Khalid),88,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,yes,2018
lovely (with Khalid),2018-04-19,Khalid,6LuN9FCkKOj5PcnpouEgny,200185,False,lovely (with Khalid),88,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,yes,2018
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,194087,False,bad guy,87,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,yes,2019
everything i wanted,2019-11-13,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,245425,False,everything i wanted,85,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,yes,2019
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,196077,False,when the party's over,85,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,yes,2019
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,291796,False,i love you,81,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,yes,2019
Ocean Eyes,2016-11-18,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,200560,False,ocean eyes,67,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,yes,2016
dont smile at me,2017-12-22,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,203569,False,idontwannabeyouanymore,80,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH,yes,2017
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,180952,False,you should see me in a crown,79,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,yes,2019
my future,2020-07-30,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,208155,False,my future,79,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,yes,2020
Fearless (Taylor's Version),2021-04-09,Taylor Swift,06HL4z0CvFAxyc27GXpf02,235766,False,Love Story (Taylor’s Version),80,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx,yes,2021
evermore,2020-12-10,Taylor Swift,06HL4z0CvFAxyc27GXpf02,214706,False,willow,77,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,yes,2020
Fearless (Taylor's Version),2021-04-09,Taylor Swift,06HL4z0CvFAxyc27GXpf02,220839,False,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),76,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO,yes,2021
Fearless (Taylor's Version),2021-04-09,Taylor Swift,06HL4z0CvFAxyc27GXpf02,277591,False,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),82,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,yes,2021
folklore,2020-07-24,Taylor Swift,06HL4z0CvFAxyc27GXpf02,239560,False,cardigan,82,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,yes,2020
Fearless (Taylor's Version),2021-04-09,Taylor Swift,06HL4z0CvFAxyc27GXpf02,231124,False,You Belong With Me (Taylor’s Version),81,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,yes,2021
Fearless (Taylor's Version),2021-04-09,Taylor Swift,06HL4z0CvFAxyc27GXpf02,241591,False,Fearless (Taylor’s Version),81,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE,yes,2021
1989,2014-10-27,Taylor Swift,06HL4z0CvFAxyc27GXpf02,231826,False,Blank Space,73,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,yes,2014
folklore,2020-07-24,Taylor Swift,06HL4z0CvFAxyc27GXpf02,285634,False,exile (feat. Bon Iver),80,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,yes,2020
Lover,2019-08-23,Taylor Swift,06HL4z0CvFAxyc27GXpf02,171360,False,You Need To Calm Down,80,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,yes,2019
Hollywood's Bleeding,2019-09-06,Post Malone,246dkjvS1zLTtiykXe5h60,215280,False,Circles,88,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,yes,2019
beerbongs & bentleys,2018-04-27,Post Malone,246dkjvS1zLTtiykXe5h60,218146,True,rockstar (feat. 21 Savage),84,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,yes,2018
Hollywood's Bleeding,2019-09-06,Post Malone,246dkjvS1zLTtiykXe5h60,157560,False,Sunflower - Spider-Man: Into the Spider-Verse,81,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,yes,2019
beerbongs & bentleys,2018-04-27,Post Malone,246dkjvS1zLTtiykXe5h60,231266,True,Better Now,83,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,yes,2018
Hollywood's Bleeding,2019-09-06,Post Malone,246dkjvS1zLTtiykXe5h60,149546,True,Wow.,82,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,yes,2019
Stoney (Deluxe),2016-12-09,Post Malone,246dkjvS1zLTtiykXe5h60,223346,True,I Fall Apart,82,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,yes,2016
Stoney (Deluxe),2016-12-09,Post Malone,246dkjvS1zLTtiykXe5h60,220293,True,Congratulations,82,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,yes,2016
beerbongs & bentleys,2018-04-27,Post Malone,246dkjvS1zLTtiykXe5h60,221440,True,Psycho (feat. Ty Dolla $ign),80,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,yes,2018
Hollywood's Bleeding,2019-09-06,Post Malone,246dkjvS1zLTtiykXe5h60,174853,True,Goodbyes (feat. Young Thug),80,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,yes,2019
Stoney (Deluxe),2016-12-09,Post Malone,246dkjvS1zLTtiykXe5h60,257266,True,Feeling Whitney,78,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0,yes,2016
Goosebumps (Remix),2021-01-15,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,162802,True,Goosebumps - Remix,91,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9,yes,2021
Birds In The Trap Sing McKnight,2016-09-16,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,243836,True,goosebumps,87,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,yes,2016
HIGHEST IN THE ROOM,2019-10-04,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,175720,True,HIGHEST IN THE ROOM,86,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,yes,2019
ASTROWORLD,2018-08-03,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,312820,True,SICKO MODE,85,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,yes,2018
JACKBOYS,2019-12-27,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,157712,True,OUT WEST (feat. Young Thug),83,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,yes,2019
THE SCOTTS,2020-04-24,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,165977,True,THE SCOTTS,83,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,yes,2020
ASTROWORLD,2018-08-03,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,190557,False,BUTTERFLY EFFECT,80,https://open.spotify.com/track/2cYqizR4lgvp4Qu6IQ3qGN,yes,2018
TKN (feat. Travis Scott),2020-05-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,129370,False,TKN (feat. Travis Scott),79,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,yes,2020
JACKBOYS,2019-12-27,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,181144,True,GATTI,79,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,yes,2019
JACKBOYS,2019-12-27,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,181144,True,GATTI,79,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,yes,2019
FRANCHISE (feat. Young Thug & M.I.A.),2020-09-25,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,202794,True,FRANCHISE (feat. Young Thug & M.I.A.),78,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,yes,2020
Positions,2020-10-30,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,172324,True,positions,91,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,yes,2020
Positions,2020-10-30,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,173710,True,34+35,89,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,yes,2020
"thank u, next",2019-02-08,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,178626,True,7 rings,86,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,yes,2019
Stuck with U,2020-05-08,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,228482,False,Stuck with U (with Justin Bieber),85,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,yes,2020
Stuck with U,2020-05-08,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,228482,False,Stuck with U (with Justin Bieber),85,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,yes,2020
"thank u, next",2019-02-08,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,207320,True,"thank u, next",83,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,yes,2019
Chromatica,2020-05-29,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,182200,False,Rain On Me (with Ariana Grande),79,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,yes,2020
Chromatica,2020-05-29,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,182200,False,Rain On Me (with Ariana Grande),79,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,yes,2020
Positions,2020-10-30,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,201882,False,pov,81,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,yes,2020
Positions,2020-10-30,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,167989,True,motive (with Doja Cat),81,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,yes,2020
